,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
7046,Male,38,Yes,2.0,Artist,Yes,0.0,Low,Not Interested,B
7047,Female,56,Yes,9.0,Lawyer,Yes,5.0,High,Solar,C
7048,Male,51,Yes,5.0,Artist,Yes,0.0,Average,Solar,C
7049,Male,27,Yes,2.0,Artist,Yes,4.0,Average,Solar,A
7050,Male,30,No,2.0,Artist,Yes,2.0,Low,Solar,A
7051,Male,49,Yes,4.0,Artist,Yes,1.0,Average,Biomass,A
7052,Female,30,No,6.0,Healthcare,Yes,0.0,Low,Wind,D
7053,Male,26,Yes,2.0,Doctor,No,9.0,Average,Solar,A
7054,Female,58,Yes,6.0,Marketing,No,,Average,Hydro,D
7055,Male,42,Yes,4.0,Artist,Yes,3.0,Average,Solar,B
7056,Male,23,No,,Healthcare,No,0.0,Low,Solar,D
7057,Male,49,Yes,5.0,Executive,Yes,1.0,High,Geothermal,C
7058,Male,59,Yes,4.0,Executive,Yes,3.0,High,Solar,B
7059,Male,31,No,,Healthcare,Yes,8.0,Low,Not Interested,D
7060,Female,49,Yes,5.0,Artist,Yes,0.0,Average,Biomass,C
7061,Male,31,No,4.0,Engineer,Yes,,Low,Biomass,A
7062,Male,32,Yes,2.0,Artist,Yes,9.0,Average,Solar,C
7063,Male,41,Yes,1.0,Entertainment,Yes,5.0,Low,Solar,A
7064,Male,71,Yes,4.0,Executive,Yes,1.0,High,Solar,B
7065,Male,62,Yes,3.0,Entertainment,Yes,0.0,Average,Solar,C
7066,Male,26,No,4.0,Artist,Yes,,Low,Hydro,A
7067,Female,41,No,1.0,Doctor,No,0.0,Low,Solar,A
7068,Male,41,No,2.0,Doctor,Yes,2.0,Low,Solar,C
7069,Male,38,No,1.0,Artist,Yes,,Low,Solar,A
7070,Male,53,Yes,3.0,Artist,Yes,3.0,Average,Solar,C
7071,Male,46,Yes,4.0,Doctor,Yes,2.0,Low,Wind,A
7072,Male,50,Yes,3.0,Executive,Yes,1.0,High,Solar,C
7073,Female,40,Yes,1.0,Artist,No,1.0,Low,Solar,C
7074,Female,49,No,1.0,Artist,No,9.0,Low,Tidal,B
7075,Female,30,No,3.0,Healthcare,Yes,9.0,Low,Solar,D
7076,Male,36,Yes,4.0,Artist,Yes,0.0,Average,Solar,B
7077,Female,66,Yes,3.0,Lawyer,Yes,0.0,High,Solar,C
7078,Male,31,Yes,4.0,Marketing,No,,Low,Wind,D
7079,Female,37,Yes,,,Yes,0.0,Low,Solar,C
7080,Female,26,No,,Healthcare,No,1.0,Low,Geothermal,D
7081,Female,27,No,4.0,Healthcare,No,0.0,Low,Hydro,C
7082,Male,70,Yes,1.0,Lawyer,No,,Low,Solar,D
7083,Male,43,Yes,3.0,Entertainment,No,,Average,Hydro,D
7084,Male,42,No,3.0,Entertainment,No,1.0,Low,Solar,A
7085,Male,28,No,1.0,Doctor,No,1.0,Low,Hydro,A
7086,Male,38,No,1.0,Artist,Yes,,Low,Solar,A
7087,Male,48,Yes,2.0,Entertainment,Yes,6.0,Low,Not Interested,B
7088,Male,36,Yes,2.0,Entertainment,No,9.0,Average,Solar,B
7089,Male,41,Yes,2.0,,Yes,0.0,Low,Not Interested,D
7090,Male,40,Yes,2.0,Artist,Yes,1.0,Low,Solar,B
7091,Female,57,Yes,2.0,Artist,Yes,0.0,High,Solar,C
7092,Female,50,Yes,4.0,Artist,Yes,,High,Solar,C
7093,Female,42,No,7.0,Entertainment,Yes,5.0,Low,Solar,A
7094,Male,20,No,5.0,Marketing,No,,Low,Solar,C
7095,Female,21,No,7.0,Healthcare,No,1.0,Low,Biomass,D
7096,Male,38,Yes,2.0,Artist,No,,Average,Solar,A
7097,Female,27,No,4.0,Healthcare,Yes,0.0,Low,Solar,D
7098,Female,26,No,,Marketing,Yes,9.0,Low,Wind,D
7099,Female,46,Yes,5.0,Artist,Yes,4.0,High,Solar,C
7100,Female,27,No,6.0,Engineer,No,0.0,Low,Solar,D
7101,Female,25,No,5.0,Marketing,No,8.0,Low,Solar,D
7102,Male,87,Yes,2.0,Lawyer,Yes,0.0,High,Solar,A
7103,Male,27,No,3.0,Healthcare,Yes,1.0,Low,Solar,D
7104,Female,48,Yes,1.0,Marketing,Yes,6.0,Low,Solar,C
7105,Male,51,Yes,4.0,Doctor,Yes,1.0,Average,Solar,A
7106,Male,81,Yes,2.0,Lawyer,Yes,,High,Solar,B
7107,Male,48,Yes,2.0,Artist,Yes,7.0,Average,Solar,C
7108,Male,52,Yes,2.0,Artist,No,0.0,High,Solar,A
7109,Female,68,Yes,2.0,Lawyer,Yes,0.0,High,Solar,B
7110,Male,35,Yes,3.0,Artist,Yes,3.0,Average,Solar,B
7111,Female,39,Yes,1.0,Homemaker,Yes,9.0,Low,Solar,D
7112,Female,53,Yes,2.0,Artist,Yes,2.0,High,Biomass,C
7113,Male,41,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
7114,Male,41,Yes,2.0,Artist,Yes,11.0,High,Solar,A
7115,Female,25,No,1.0,Engineer,No,1.0,Low,Solar,A
7116,Female,23,Yes,2.0,Healthcare,No,7.0,High,Solar,B
7117,Female,47,Yes,5.0,Artist,Yes,1.0,High,,C
7118,Female,35,Yes,2.0,Artist,Yes,0.0,High,Not Interested,C
7119,Male,51,Yes,3.0,Executive,Yes,1.0,Low,Solar,C
7120,Female,38,No,1.0,Engineer,Yes,1.0,Low,Solar,A
7121,Male,62,Yes,1.0,Artist,Yes,10.0,Low,Solar,B
7122,Female,43,No,,Entertainment,Yes,8.0,Low,Wind,A
7123,Male,60,Yes,6.0,Executive,Yes,1.0,High,Biomass,B
7124,Male,47,Yes,4.0,Executive,Yes,1.0,High,Solar,C
7125,Male,22,No,4.0,Marketing,No,0.0,Low,Solar,D
7126,Female,31,No,3.0,Marketing,No,0.0,Low,Solar,D
7127,Female,38,Yes,2.0,Engineer,Yes,3.0,Low,Solar,A
7128,Female,42,Yes,5.0,Entertainment,No,6.0,Average,Solar,A
7129,Female,50,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
7130,Male,38,Yes,3.0,Artist,No,5.0,Average,Wind,B
7131,Female,55,Yes,3.0,Doctor,Yes,0.0,Average,Solar,B
7132,Female,71,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
7133,Male,38,Yes,4.0,Artist,No,10.0,Average,Not Interested,A
7134,Male,77,Yes,1.0,Artist,Yes,1.0,Low,Solar,A
7135,Male,33,No,3.0,Engineer,No,1.0,Low,Hydro,D
7136,Male,72,Yes,2.0,Executive,No,0.0,High,Solar,B
7137,Female,43,Yes,4.0,Engineer,No,9.0,Average,Hydro,A
7138,Female,35,No,3.0,Artist,Yes,0.0,Low,Solar,B
7139,Female,33,No,3.0,Doctor,Yes,1.0,Low,Solar,A
7140,Male,27,Yes,2.0,Entertainment,Yes,0.0,Average,Solar,A
7141,Male,21,No,6.0,Healthcare,No,0.0,Low,Wind,D
7142,Female,41,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
7143,Female,19,No,6.0,Healthcare,No,,Low,Wind,D
7144,Female,50,,4.0,Artist,No,1.0,High,Solar,C
7145,Male,29,No,3.0,Artist,Yes,9.0,Low,Solar,A
7146,Female,46,Yes,1.0,Artist,No,8.0,Low,Solar,B
7147,Male,46,Yes,1.0,Artist,Yes,1.0,Low,Biomass,D
7148,Female,53,Yes,1.0,Engineer,No,3.0,Low,Solar,A
7149,Male,36,Yes,4.0,Executive,Yes,1.0,High,Solar,B
7150,Female,36,Yes,2.0,Engineer,No,0.0,Average,Hydro,A
7151,Male,56,Yes,5.0,Executive,No,,High,Hydro,B
7152,Male,25,Yes,2.0,Entertainment,Yes,1.0,High,Wind,D
7153,Female,32,No,4.0,Entertainment,No,,Low,Solar,D
7154,Male,61,No,3.0,Entertainment,Yes,1.0,Low,Biomass,C
7155,Male,61,Yes,2.0,Entertainment,No,1.0,Average,Not Interested,B
7156,Male,53,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
7157,Male,69,Yes,4.0,Executive,No,1.0,High,Solar,C
7158,Male,47,No,1.0,Entertainment,Yes,4.0,Low,Solar,A
7159,Female,26,Yes,7.0,Entertainment,Yes,5.0,Low,Solar,D
7160,Female,39,No,1.0,Artist,Yes,9.0,Low,Solar,B
7161,Male,47,Yes,4.0,Artist,No,0.0,Low,Tidal,A
7162,Female,69,Yes,1.0,Artist,Yes,7.0,Low,Solar,A
7163,Male,46,Yes,2.0,Artist,Yes,8.0,Average,Tidal,B
7164,Male,50,Yes,1.0,Engineer,Yes,,Low,Wind,C
7165,Female,37,No,3.0,Doctor,Yes,1.0,Low,Solar,D
7166,Female,50,No,1.0,Artist,Yes,6.0,Low,Solar,B
7167,Female,52,Yes,4.0,Doctor,Yes,0.0,Average,Solar,C
7168,Male,28,No,4.0,Healthcare,Yes,5.0,Low,Solar,C
7169,Male,42,No,2.0,Entertainment,Yes,3.0,Low,Biomass,A
7170,Female,43,No,1.0,Engineer,Yes,,Low,Solar,A
7171,Female,42,No,2.0,Artist,Yes,,Low,Solar,A
7172,Male,45,Yes,5.0,Executive,Yes,1.0,High,Hydro,B
7173,Male,57,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
7174,Male,48,No,3.0,Entertainment,Yes,0.0,Low,Biomass,A
7175,Male,18,No,3.0,Healthcare,No,1.0,Low,Solar,D
7176,Male,88,Yes,1.0,Lawyer,Yes,,Low,Solar,A
7177,Male,51,Yes,2.0,Artist,No,3.0,Average,Solar,C
7178,Female,29,No,5.0,Engineer,Yes,1.0,Low,Tidal,B
7179,Female,28,Yes,3.0,Artist,No,,Low,Wind,B
7180,Female,47,Yes,4.0,Artist,Yes,0.0,Average,Hydro,C
7181,Female,25,No,,Marketing,Yes,8.0,Low,Tidal,D
7182,Female,38,Yes,4.0,Artist,No,4.0,Average,Tidal,C
7183,Male,37,Yes,1.0,Artist,Yes,1.0,Low,Wind,A
7184,Male,22,No,4.0,Healthcare,No,9.0,Low,Solar,D
7185,Female,61,Yes,2.0,Engineer,Yes,0.0,Average,Solar,C
7186,Male,42,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
7187,Male,60,Yes,2.0,Artist,Yes,1.0,Average,Wind,B
7188,Male,73,Yes,4.0,Entertainment,Yes,1.0,High,Solar,B
7189,Male,60,,2.0,Executive,No,6.0,Average,Hydro,A
7190,Female,27,No,4.0,Marketing,,8.0,Low,Hydro,D
7191,Female,49,Yes,1.0,Artist,Yes,1.0,Low,Solar,C
7192,Male,72,Yes,2.0,Lawyer,Yes,3.0,High,Solar,C
7193,Female,43,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
7194,Female,50,Yes,2.0,,Yes,1.0,Low,Wind,A
7195,Female,49,No,2.0,,Yes,0.0,Low,Solar,D
7196,Male,38,Yes,2.0,Doctor,Yes,5.0,Low,Tidal,A
7197,Female,35,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
7198,Female,82,Yes,2.0,Lawyer,No,1.0,High,Solar,B
7199,Male,63,Yes,1.0,Artist,Yes,9.0,Low,Solar,A
7200,Male,73,Yes,2.0,Executive,Yes,11.0,High,Solar,C
7201,Female,38,Yes,1.0,Artist,Yes,4.0,Low,Wind,B
7202,Male,61,Yes,2.0,Lawyer,Yes,,High,Solar,B
7203,Female,42,No,1.0,Homemaker,Yes,10.0,Low,Solar,A
7204,Female,43,Yes,2.0,Engineer,Yes,0.0,Average,Solar,B
7205,Male,31,No,1.0,Homemaker,No,14.0,Low,Solar,D
7206,Male,69,Yes,1.0,Doctor,No,,Low,Solar,A
7207,Female,42,No,3.0,Entertainment,Yes,1.0,Low,Solar,D
7208,Male,32,Yes,2.0,Artist,Yes,9.0,Average,Solar,B
7209,Male,39,Yes,4.0,Artist,Yes,3.0,Average,Hydro,A
7210,Female,48,Yes,4.0,Artist,Yes,0.0,Average,Solar,B
7211,Male,39,Yes,2.0,Artist,Yes,6.0,Average,Solar,C
7212,Male,55,Yes,2.0,Artist,Yes,9.0,Average,Tidal,C
7213,Male,60,Yes,2.0,Doctor,Yes,1.0,High,Wind,B
7214,Female,51,No,1.0,Entertainment,Yes,1.0,Low,Solar,A
7215,Female,61,Yes,3.0,Artist,Yes,0.0,Average,Hydro,B
7216,Female,43,No,1.0,Artist,Yes,1.0,Low,Solar,A
7217,Male,86,Yes,2.0,Lawyer,,1.0,High,Solar,B
7218,Female,55,Yes,3.0,Artist,Yes,2.0,Average,Solar,C
7219,Female,43,Yes,5.0,Artist,Yes,1.0,Average,Solar,C
7220,Male,45,Yes,3.0,Executive,No,0.0,Average,Hydro,B
7221,Female,50,Yes,5.0,Artist,Yes,1.0,Average,Hydro,C
7222,Male,40,Yes,2.0,Artist,No,1.0,Average,Geothermal,C
7223,Male,19,No,3.0,Healthcare,No,0.0,Low,Solar,D
7224,Female,25,No,1.0,Doctor,Yes,3.0,Low,Solar,A
7225,Female,89,No,1.0,Lawyer,Yes,2.0,Low,Solar,D
7226,Female,25,No,,Engineer,No,1.0,Low,Not Interested,D
7227,Female,49,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
7228,Female,46,Yes,5.0,Engineer,Yes,1.0,Average,Solar,B
7229,Female,83,Yes,2.0,Lawyer,Yes,0.0,Low,Solar,C
7230,Male,35,Yes,4.0,Executive,Yes,6.0,Average,Solar,B
7231,Female,71,Yes,2.0,Lawyer,Yes,1.0,Low,Wind,C
7232,Male,50,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
7233,Male,58,Yes,2.0,Executive,No,12.0,High,Solar,C
7234,Male,29,Yes,2.0,Healthcare,No,,High,Wind,D
7235,Male,35,Yes,4.0,Artist,Yes,1.0,Average,Wind,A
7236,Male,67,Yes,2.0,Executive,Yes,0.0,High,Solar,C
7237,Male,35,Yes,5.0,Doctor,No,0.0,Average,Hydro,C
7238,Male,61,Yes,3.0,Executive,Yes,1.0,High,Solar,C
7239,Female,29,No,2.0,Entertainment,No,0.0,Low,Wind,B
7240,Female,49,No,,Homemaker,Yes,0.0,Low,Solar,C
7241,Male,46,Yes,5.0,Entertainment,No,,Average,Hydro,B
7242,Male,47,Yes,5.0,Executive,Yes,0.0,Average,Biomass,B
7243,Female,37,No,2.0,Artist,No,4.0,Low,Solar,C
7244,Male,18,No,3.0,Healthcare,No,9.0,Low,Solar,D
7245,Female,23,No,2.0,Entertainment,No,0.0,Low,Wind,C
7246,Male,29,No,3.0,Homemaker,No,11.0,Low,Wind,D
7247,Female,52,Yes,4.0,Artist,No,,Average,Hydro,A
7248,Female,43,No,4.0,Artist,Yes,1.0,Low,Solar,A
7249,Male,66,Yes,5.0,Artist,Yes,0.0,Low,Solar,A
7250,Male,45,Yes,3.0,Executive,Yes,1.0,High,Solar,C
7251,Female,67,Yes,1.0,Lawyer,Yes,1.0,Low,Hydro,A
7252,Female,49,Yes,2.0,Marketing,Yes,9.0,Low,Solar,C
7253,Male,38,Yes,4.0,Executive,No,1.0,High,Solar,D
7254,Female,38,Yes,2.0,Engineer,No,1.0,Low,Hydro,A
7255,Female,32,No,1.0,Homemaker,Yes,10.0,Low,Solar,D
7256,Male,48,Yes,2.0,Artist,Yes,8.0,Average,Solar,C
7257,Female,42,No,1.0,Homemaker,Yes,7.0,Low,Solar,A
7258,Female,50,No,3.0,Artist,Yes,8.0,Low,Solar,C
7259,Female,33,Yes,2.0,Homemaker,Yes,,High,Solar,D
7260,Male,50,Yes,3.0,Artist,Yes,0.0,Average,Biomass,C
7261,Female,30,Yes,6.0,Engineer,Yes,8.0,High,Hydro,D
7262,Male,89,Yes,,Lawyer,No,0.0,Low,Solar,A
7263,Female,27,Yes,2.0,Doctor,Yes,1.0,Low,Hydro,D
7264,Female,43,Yes,4.0,Engineer,Yes,1.0,Average,Solar,B
7265,Female,25,No,2.0,Marketing,No,1.0,Low,Solar,D
7266,Female,19,No,5.0,Healthcare,No,4.0,Low,,D
7267,Female,27,No,3.0,Marketing,Yes,12.0,Low,Solar,A
7268,Male,43,No,1.0,Artist,Yes,1.0,Low,Solar,B
7269,Male,37,Yes,4.0,Entertainment,Yes,1.0,Average,Solar,B
7270,Female,27,No,9.0,Healthcare,Yes,1.0,Low,Solar,C
7271,Male,61,Yes,2.0,Healthcare,Yes,1.0,Low,Solar,A
7272,Male,41,Yes,2.0,Engineer,No,0.0,Average,Not Interested,C
7273,Female,50,No,1.0,Artist,Yes,0.0,Low,Solar,B
7274,Female,60,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
7275,Male,20,No,4.0,Healthcare,No,0.0,Low,Solar,D
7276,Male,66,Yes,2.0,Marketing,Yes,1.0,High,Solar,B
7277,Male,36,Yes,1.0,Homemaker,Yes,5.0,Low,Solar,D
7278,Male,65,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
7279,Female,30,No,1.0,Executive,No,,Low,Wind,C
7280,Male,56,Yes,3.0,Lawyer,Yes,,Low,Tidal,D
7281,Male,20,No,4.0,Healthcare,No,1.0,Low,Solar,D
7282,Female,38,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
7283,Male,31,No,2.0,Marketing,Yes,0.0,Low,Wind,D
7284,Female,30,Yes,3.0,Engineer,No,,Average,Hydro,D
7285,Female,81,Yes,2.0,Lawyer,Yes,0.0,High,Solar,C
7286,Female,52,No,1.0,Lawyer,Yes,4.0,Low,Solar,A
7287,Male,57,Yes,1.0,Artist,Yes,0.0,Low,Wind,B
7288,Male,30,Yes,3.0,Entertainment,No,1.0,Average,Wind,A
7289,Male,55,Yes,3.0,Entertainment,No,1.0,Low,Hydro,A
7290,Male,38,No,1.0,Artist,Yes,8.0,Low,Solar,A
7291,Male,70,Yes,2.0,Lawyer,No,0.0,High,Wind,C
7292,Male,59,Yes,1.0,Artist,No,0.0,Low,Solar,B
7293,Male,39,Yes,3.0,Healthcare,Yes,1.0,Low,Wind,D
7294,Female,58,Yes,3.0,Artist,Yes,9.0,Average,Solar,C
7295,Male,30,Yes,2.0,Entertainment,No,11.0,Low,Geothermal,D
7296,Female,73,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
7297,Female,25,No,1.0,Artist,Yes,5.0,Low,,C
7298,Male,40,Yes,,Artist,Yes,0.0,High,Solar,A
7299,Male,38,No,2.0,Entertainment,Yes,1.0,Low,Solar,A
7300,Male,45,Yes,3.0,Artist,Yes,,Average,Wind,B
7301,Male,25,No,5.0,Healthcare,No,1.0,Low,Solar,D
7302,Male,36,No,2.0,Artist,Yes,,Low,Biomass,B
7303,Male,53,Yes,3.0,Artist,Yes,3.0,High,Not Interested,D
7304,Female,27,No,4.0,Healthcare,No,0.0,Low,Wind,A
7305,Male,49,Yes,2.0,Artist,Yes,6.0,Average,Solar,C
7306,Female,51,Yes,5.0,Artist,Yes,6.0,Average,Solar,C
7307,Male,33,No,7.0,Healthcare,No,0.0,Low,Hydro,D
7308,Male,67,Yes,2.0,Executive,No,,High,Solar,A
7309,Female,72,Yes,,Lawyer,Yes,1.0,High,,C
7310,Male,61,Yes,2.0,Entertainment,Yes,6.0,Average,Solar,A
7311,Female,47,Yes,1.0,Engineer,No,0.0,Low,Solar,A
7312,Female,36,Yes,1.0,Engineer,Yes,0.0,Low,Wind,B
7313,Male,40,Yes,,Engineer,No,2.0,Average,Hydro,D
7314,Male,32,Yes,2.0,Entertainment,Yes,1.0,Average,Wind,A
7315,Female,40,Yes,5.0,Homemaker,No,9.0,Average,Hydro,A
7316,Female,77,Yes,2.0,Lawyer,Yes,0.0,High,Solar,C
7317,Male,42,Yes,2.0,Entertainment,Yes,,Average,Solar,C
7318,Female,72,Yes,4.0,Lawyer,Yes,1.0,High,Biomass,B
7319,Male,84,Yes,1.0,Lawyer,No,0.0,Low,Solar,A
7320,Male,27,No,1.0,Entertainment,No,,Low,Solar,D
7321,Male,32,Yes,2.0,Artist,Yes,1.0,Low,Solar,D
7322,Female,52,Yes,3.0,Artist,Yes,1.0,Average,Solar,B
7323,Female,53,Yes,6.0,Artist,Yes,,High,Wind,C
7324,Male,32,,5.0,Healthcare,Yes,8.0,High,Not Interested,D
7325,Female,47,Yes,4.0,Lawyer,Yes,2.0,High,Solar,D
7326,Female,63,Yes,4.0,Artist,Yes,4.0,Average,Solar,C
7327,Male,35,Yes,5.0,Executive,Yes,2.0,Average,Solar,B
7328,Female,27,Yes,1.0,Marketing,Yes,9.0,Low,Wind,C
7329,Male,49,No,1.0,Artist,Yes,0.0,Low,Solar,B
7330,Female,31,No,1.0,Homemaker,No,8.0,Low,Solar,D
7331,Male,20,,2.0,Healthcare,No,0.0,Low,Solar,D
7332,Male,61,Yes,2.0,Executive,Yes,5.0,High,Solar,C
7333,Female,30,No,5.0,Artist,Yes,9.0,Low,Solar,A
7334,Male,23,No,3.0,Healthcare,No,1.0,Low,Hydro,D
7335,Male,42,Yes,2.0,Entertainment,No,8.0,Low,Hydro,A
7336,Male,47,Yes,1.0,Artist,,4.0,Low,Solar,B
7337,Female,48,Yes,5.0,Engineer,Yes,0.0,High,Hydro,A
7338,Female,57,Yes,,Artist,Yes,0.0,High,Tidal,C
7339,Male,39,Yes,2.0,Entertainment,No,0.0,Average,Solar,C
7340,Male,43,Yes,3.0,Executive,Yes,6.0,High,Hydro,A
7341,Female,56,Yes,2.0,Artist,Yes,1.0,Low,Solar,B
7342,Female,48,Yes,,Artist,No,0.0,Low,,C
7343,Male,26,No,1.0,Artist,Yes,,Low,,B
7344,Male,28,No,5.0,Healthcare,Yes,0.0,Low,Solar,D
7345,Female,71,Yes,2.0,Lawyer,Yes,8.0,High,Solar,C
7346,Female,42,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
7347,Female,50,Yes,9.0,Artist,Yes,0.0,Average,Solar,C
7348,Female,62,Yes,3.0,Lawyer,Yes,1.0,Low,Solar,A
7349,Male,43,Yes,3.0,Artist,Yes,1.0,Average,Solar,A
7350,Female,32,No,4.0,Engineer,No,9.0,Low,Geothermal,A
7351,Male,61,No,1.0,Artist,Yes,1.0,Low,Solar,B
7352,Female,39,Yes,2.0,Entertainment,Yes,5.0,Low,Solar,B
7353,Female,46,Yes,2.0,Artist,Yes,0.0,Average,Tidal,C
7354,Male,50,Yes,3.0,Artist,Yes,1.0,Average,Solar,B
7355,Male,39,Yes,4.0,Artist,Yes,0.0,Low,Hydro,A
7356,Female,35,No,1.0,Artist,Yes,1.0,Low,Solar,A
7357,Female,85,Yes,,Artist,Yes,1.0,Low,Solar,A
7358,Female,35,No,2.0,Entertainment,Yes,7.0,Low,Solar,A
7359,Female,33,No,1.0,Healthcare,Yes,1.0,Low,Solar,D
7360,Male,21,No,3.0,Healthcare,No,1.0,Low,Solar,D
7361,Female,46,No,1.0,Artist,Yes,9.0,Low,Solar,B
7362,Female,37,No,1.0,Artist,Yes,1.0,Low,Solar,A
7363,Female,26,No,7.0,Healthcare,,0.0,Low,Solar,D
7364,Male,79,Yes,2.0,Artist,Yes,,High,Solar,B
7365,Female,33,Yes,2.0,Engineer,Yes,9.0,Low,Solar,D
7366,Male,25,No,3.0,Artist,Yes,1.0,Low,Solar,A
7367,Female,51,No,1.0,Artist,Yes,,Low,Solar,B
7368,Male,53,Yes,4.0,Executive,Yes,1.0,High,Solar,B
7369,Female,41,No,1.0,Artist,Yes,10.0,Low,Solar,B
7370,Female,46,Yes,5.0,Artist,Yes,3.0,Average,Solar,C
7371,Male,32,No,,Healthcare,Yes,8.0,Low,Solar,D
7372,Male,62,No,,Artist,Yes,0.0,Low,Solar,A
7373,Male,43,No,,Engineer,No,1.0,Low,Solar,D
7374,Male,36,Yes,3.0,Artist,Yes,0.0,Low,Wind,C
7375,Female,57,Yes,3.0,Artist,Yes,0.0,Average,Biomass,C
7376,Female,49,Yes,4.0,Artist,Yes,0.0,Average,Biomass,C
7377,Female,49,Yes,1.0,,Yes,,Low,Solar,B
7378,Female,51,Yes,4.0,Artist,Yes,,Average,Biomass,C
7379,Female,40,No,,Marketing,No,,Low,Solar,D
7380,Male,48,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
7381,Male,59,Yes,5.0,Entertainment,Yes,1.0,Average,Wind,B
7382,Male,40,Yes,3.0,Artist,Yes,0.0,Average,Solar,A
7383,Female,58,Yes,3.0,Artist,Yes,0.0,Low,Wind,C
7384,Male,43,Yes,2.0,Entertainment,Yes,0.0,Low,Solar,A
7385,Female,39,No,1.0,Doctor,Yes,9.0,Low,Wind,B
7386,Male,29,Yes,2.0,Healthcare,No,13.0,High,Solar,B
7387,Female,37,Yes,1.0,Marketing,Yes,9.0,Low,Solar,A
7388,Female,49,Yes,4.0,Artist,Yes,0.0,Average,Not Interested,B
7389,Male,26,No,2.0,Doctor,Yes,1.0,Low,Solar,A
7390,Female,63,Yes,2.0,Artist,No,0.0,High,Solar,B
7391,Male,26,No,5.0,Artist,Yes,10.0,Low,Solar,D
7392,Male,21,No,5.0,Healthcare,No,1.0,Low,Hydro,D
7393,Female,56,Yes,3.0,Engineer,Yes,1.0,Average,Solar,B
7394,Male,27,Yes,3.0,Doctor,Yes,9.0,Average,Solar,D
7395,Male,35,Yes,,Entertainment,No,1.0,Low,Hydro,A
7396,Female,39,No,2.0,Doctor,Yes,8.0,Low,Solar,B
7397,Female,30,No,,Healthcare,Yes,13.0,Low,Solar,D
7398,Male,84,Yes,1.0,Lawyer,No,1.0,Low,Solar,A
7399,Female,41,No,1.0,Engineer,No,9.0,Low,Solar,A
7400,Male,51,Yes,5.0,Artist,Yes,,Average,Solar,C
7401,Male,19,No,4.0,Marketing,Yes,,Low,Solar,D
7402,Female,59,Yes,1.0,Engineer,Yes,0.0,Low,Solar,D
7403,Male,25,No,3.0,Entertainment,Yes,7.0,Low,Solar,A
7404,Female,40,Yes,4.0,Engineer,Yes,0.0,Average,Solar,B
7405,Male,42,No,1.0,Artist,Yes,1.0,Low,Biomass,A
7406,Male,73,Yes,2.0,Executive,No,0.0,High,Solar,C
7407,Male,30,No,5.0,Marketing,Yes,1.0,Low,Solar,C
7408,Female,29,No,4.0,Entertainment,No,9.0,Low,Hydro,D
7409,Male,47,Yes,4.0,Healthcare,,,Average,Solar,D
7410,Female,27,Yes,2.0,Entertainment,No,6.0,High,Solar,B
7411,Male,35,Yes,3.0,Artist,Yes,1.0,High,Solar,B
7412,Female,23,No,3.0,Healthcare,No,1.0,Low,Solar,D
7413,Female,48,Yes,1.0,Artist,Yes,6.0,Low,Solar,C
7414,Female,33,Yes,2.0,Healthcare,Yes,,Average,Solar,A
7415,Female,45,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
7416,Female,23,No,3.0,Healthcare,No,1.0,Low,Solar,D
7417,Male,42,No,8.0,Entertainment,Yes,1.0,Low,Wind,A
7418,Female,69,Yes,4.0,Artist,Yes,1.0,High,Solar,C
7419,Female,33,No,6.0,Healthcare,No,1.0,Low,Solar,A
7420,Male,28,No,4.0,Executive,No,9.0,Low,Solar,D
7421,Female,19,No,4.0,Healthcare,No,1.0,Low,Solar,D
7422,Female,21,No,2.0,Marketing,No,2.0,Low,Wind,D
7423,Male,42,Yes,2.0,Artist,Yes,7.0,Average,Solar,C
7424,Female,87,Yes,2.0,Lawyer,Yes,,High,Solar,A
7425,Female,81,Yes,2.0,,No,,High,Solar,B
7426,Female,38,No,1.0,Doctor,Yes,8.0,Low,Hydro,B
7427,Female,31,No,1.0,Homemaker,Yes,8.0,Low,Solar,D
7428,Male,45,Yes,5.0,Engineer,No,1.0,Average,Solar,B
7429,Female,83,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
7430,Female,22,No,,Healthcare,No,0.0,Low,Solar,D
7431,Female,69,Yes,4.0,Engineer,No,0.0,Average,Hydro,A
7432,Male,36,No,1.0,Artist,Yes,2.0,Low,Hydro,B
